PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Order_Value,Defect_Rate,Delivery_Time,Compliance_Flag,Efficiency,Project_Progress,Week
PO-00012,Beta_Supplies,2023-08-28,2023-09-11 00:00:00.000000000,Raw Materials,Delivered,1.0,0.7944676090714939,0.7879127598858541,0.3582554517133956,Yes,1.0,0.0644,0.76,0,0.0,0.24,12
PO-00013,Beta_Supplies,2023-03-09,2023-03-26 00:00:00.000000000,Electronics,Pending,1.0,0.7718905725617817,0.6684671830411741,0.1588785046728972,Yes,0.974996288863595,0.02856,0.8800000000000001,0,0.0,0.12,13
PO-00014,Beta_Supplies,2022-02-02,2022-02-12 18:38:36.521739130,MRO,Delivered,1.0,0.0758669785416455,0.07755809213208317,0.0,Yes,0.20416115815387917,0.0,0.6000000000000001,0,0.0,0.4,14
PO-00015,Delta_Logistics,2022-01-31,2022-02-18 00:00:00.000000000,Electronics,Pending,1.0,0.4440150513576732,0.39930697105585,0.06853582554517133,Yes,0.6118793307385039,0.01232,0.9199999999999999,0,0.0,0.08,15
PO-00016,Beta_Supplies,2022-04-06,2022-04-21 00:00:00.000000000,Packaging,Delivered,1.0,0.0464761517339571,0.05962087240114147,0.0,Yes,0.17161128194477515,0.0,0.8,0,0.0,0.2,16
PO-00017,Delta_Logistics,2022-08-12,2022-08-31 00:00:00.000000000,MRO,Delivered,0.2267124671650839,0.5156106986677514,0.4710558499796169,0.5358255451713395,No,0.1606556468629015,0.41057118499573736,0.96,0,0.0,0.04,17
PO-00018,Epsilon_Group,2022-08-27,2022-09-04 00:00:00.000000000,Raw Materials,Delivered,0.17579308951303296,0.41330214583545205,0.421320831634733,0.0,Yes,0.10485155341750048,0.0,0.52,0,0.0,0.48,18
PO-00019,Gamma_Co,2023-06-02,2023-06-05 00:00:00.000000000,Raw Materials,Partially Delivered,0.3406748838149122,0.8816231058679955,0.7959641255605382,0.24610591900311526,Yes,0.3796593007836073,0.12734599884858952,0.32,0,0.0,0.68,19
PO-00020,Delta_Logistics,2023-09-09,2023-09-24 00:00:00.000000000,Raw Materials,Delivered,0.026065871893311787,0.35492728567070075,0.30187525479005306,0.0,No,0.016595481176147543,0.0,0.8,0,0.0,0.2,20
PO-00021,Epsilon_Group,2022-01-28,2022-02-12 00:00:00.000000000,Electronics,Cancelled,0.3402707617700546,0.0986474117766704,0.1061964940888708,0.1526479750778816,Yes,0.07832468828143638,0.07907780979827089,0.8,0,0.0,0.2,21
PO-00022,Delta_Logistics,2023-07-29,2023-08-11 00:00:00.000000000,Raw Materials,Delivered,0.26894322085269756,0.143292992982813,0.14757439869547495,0.0,Yes,0.07565843669139183,0.0,0.72,0,0.0,0.28,22
PO-00023,Epsilon_Group,2022-07-23,2022-08-08 00:00:00.000000000,MRO,Delivered,0.15518286522529806,0.7123970304078104,0.6905829596412557,0.09034267912772585,Yes,0.14728089146564774,0.09914529914529914,0.8400000000000001,0,0.0,0.16,23
PO-00024,Beta_Supplies,2023-10-28,2023-11-03 00:00:00.000000000,Office Supplies,Partially Delivered,0.06910486967064054,0.6273771992270925,0.5813289849164289,0.1308411214953271,No,0.06225786665182964,0.299236641221374,0.44,0,0.0,0.56,24
PO-00025,Beta_Supplies,2023-12-20,2024-01-01 00:00:00.000000000,MRO,Delivered,0.30592038795716314,0.10637648733855386,0.11027313493681207,0.5015576323987538,Yes,0.07313833291923284,0.2880511182108626,0.6799999999999999,0,0.0,0.32,25
PO-00026,Epsilon_Group,2023-07-13,2023-07-24 00:00:00.000000000,Packaging,Delivered,0.2901596282077188,0.08451133936743617,0.08122706889523032,0.0,Yes,0.062194253606560085,0.0,0.64,0,0.0,0.35999999999999993,26
PO-00027,Alpha_Inc,2023-03-06,2023-03-26 00:00:00.000000000,MRO,Delivered,0.1624570620327339,0.6850401708532493,0.5899918467183042,0.0529595015576324,Yes,0.14865967719082632,0.05567251461988304,1.0,0,0.0,0.0,27
PO-00028,Epsilon_Group,2022-08-14,2022-08-23 00:00:00.000000000,Raw Materials,Delivered,0.07759143261264903,0.0639682701108512,0.0669588259274358,0.024922118380062305,Yes,0.014834746868960955,0.05149425287356321,0.56,0,0.0,0.44,28
PO-00029,Delta_Logistics,2023-04-05,2023-04-22 00:00:00.000000000,MRO,Delivered,0.24530208122853106,0.807688396216821,0.7154504688136976,0.5825545171339563,Yes,0.2552473441440971,0.41391304347826086,0.8800000000000001,0,0.0,0.12,29
PO-00030,Epsilon_Group,2023-08-27,2023-09-06 18:38:36.521739130,MRO,Delivered,0.19276621539704994,0.7089392860774941,0.6526701997554016,0.09345794392523364,Yes,0.18040256425446932,0.0835820895522388,0.6000000000000001,0,0.0,0.4,30
PO-00031,Gamma_Co,2022-10-12,2022-10-26 00:00:00.000000000,Electronics,Delivered,0.05556678116791272,0.07383301128851828,0.06777415409702406,0.0,No,0.011341097698960275,0.0,0.76,0,0.0,0.24,31
PO-00032,Alpha_Inc,2022-01-07,2022-01-15 00:00:00.000000000,Office Supplies,Delivered,0.23903818953323908,0.06915488660632564,0.06512433754586222,0.08099688473520249,Yes,0.047083249518340684,0.05899513776337115,0.52,0,0.0,0.48,32
PO-00033,Epsilon_Group,2022-06-13,2022-06-29 00:00:00.000000000,MRO,Delivered,0.09254394827237826,0.9196582935014745,0.9024663677130045,0.059190031152647975,Yes,0.114162282194587,0.10451866404715128,0.8400000000000001,0,0.0,0.16,33
PO-00034,Alpha_Inc,2023-12-16,2023-12-17 00:00:00.000000000,Packaging,Delivered,0.26995352596484146,0.38513169937964004,0.3509987770077456,0.08411214953271028,Yes,0.15023596970811662,0.05450612833453496,0.24000000000000002,0,0.0,0.76,34
PO-00035,Alpha_Inc,2023-03-09,2023-03-17 00:00:00.000000000,MRO,Delivered,0.004041220448575471,0.3615376792433642,0.3455972278842234,0.0,Yes,0.005468807194581359,0.0,0.52,0,0.0,0.48,35
PO-00036,Epsilon_Group,2022-12-15,2022-12-23 00:00:00.000000000,Office Supplies,Delivered,0.05071731662962216,0.7819587104647616,0.7363432531593966,0.028037383177570093,Yes,0.05773055054793044,0.08344370860927151,0.52,0,0.0,0.48,36
PO-00037,Epsilon_Group,2022-10-12,2022-10-31 00:00:00.000000000,Office Supplies,Pending,0.15073752273186505,0.9020644767619241,0.8367305340399512,0.056074766355140186,Yes,0.17675479311005848,0.06323713927227102,0.96,0,0.0,0.04,37
PO-00038,Beta_Supplies,2022-06-09,2022-06-27 00:00:00.000000000,Office Supplies,Pending,0.17276217417660136,0.9190481033255364,0.8319404810436202,0.29283489096573206,Yes,0.20460325079780986,0.29050772626931565,0.9199999999999999,0,0.0,0.08,38
PO-00039,Epsilon_Group,2022-08-09,2022-08-23 00:00:00.000000000,Office Supplies,Delivered,0.3198625985047485,0.7087358893521815,0.6816143497757848,0.1557632398753894,Yes,0.2944583892068665,0.08567931456548347,0.76,0,0.0,0.24,39
PO-00040,Epsilon_Group,2022-12-11,2022-12-21 18:38:36.521739130,Office Supplies,Delivered,0.09557486360880989,0.3604189972541443,0.30962087240114144,0.04361370716510903,Yes,0.05267633191502974,0.0748091603053435,0.6000000000000001,0,0.0,0.4,40
PO-00041,Beta_Supplies,2022-04-15,2022-04-27 00:00:00.000000000,Electronics,Delivered,0.21842796524550417,0.07057866368351472,0.06206685690990624,0.29906542056074764,Yes,0.043387205443330454,0.23745583038869258,0.6799999999999999,0,0.0,0.32,41
PO-00042,Beta_Supplies,2022-04-05,2022-04-14 00:00:00.000000000,Office Supplies,Delivered,0.10284906041624572,0.7149394894742195,0.6991439054219324,0.1059190031152648,No,0.10040341573219991,0.16999999999999998,0.56,0,0.0,0.44,42
PO-00043,Gamma_Co,2023-01-25,2023-02-02 00:00:00.000000000,Electronics,Delivered,0.3443119822186301,0.5393064171666836,0.5007134121483897,0.26479750778816197,Yes,0.2505460833038057,0.13561253561253558,0.52,0,0.0,0.48,43
PO-00044,Epsilon_Group,2022-04-10,2022-04-17 00:00:00.000000000,MRO,Delivered,0.30268741159830276,0.38706396827011086,0.33785161027313493,0.14953271028037382,Yes,0.16867413429155365,0.086765655261459,0.48000000000000004,0,0.0,0.52,44
PO-00045,Delta_Logistics,2023-01-03,2023-01-21 00:00:00.000000000,MRO,Delivered,0.1410385936552839,0.8769449811858029,0.8651651039543417,0.38317757009345793,Yes,0.1618247618283885,0.4598130841121495,0.9199999999999999,0,0.0,0.08,45
PO-00046,Alpha_Inc,2022-12-19,2022-12-29 18:38:36.521739130,Electronics,Delivered,0.19680743584562543,0.10444421844808298,0.10171218915613536,0.04672897196261682,Yes,0.046790390735922296,0.04097560975609756,0.6000000000000001,0,0.0,0.4,46
PO-00047,Beta_Supplies,2023-09-11,2023-09-18 00:00:00.000000000,Raw Materials,Delivered,0.3647201454839362,0.49761008847757554,0.42335915205870367,0.5950155763239875,Yes,0.2479359436456898,0.2881465517241379,0.48000000000000004,0,0.0,0.52,47
PO-00048,Epsilon_Group,2022-09-28,2022-10-14 00:00:00.000000000,Office Supplies,Delivered,0.037987472216609426,0.006305298484694397,0.020485120260905015,0.012461059190031152,Yes,0.004219184784408317,0.04686192468619246,0.8400000000000001,0,0.0,0.16,48
PO-00049,Delta_Logistics,2022-02-14,2022-03-05 00:00:00.000000000,Office Supplies,Pending,0.1931703374419075,0.4230651886504628,0.3749490419894008,0.5202492211838006,Yes,0.11700200547784007,0.4643495531281032,0.96,0,0.0,0.04,49
PO-00050,Alpha_Inc,2023-04-16,2023-04-26 18:38:36.521739130,MRO,Pending,0.13841180036370987,0.05451032238380961,0.06176110884631064,0.056074766355140186,Yes,0.024907525689060607,0.06847826086956521,0.6000000000000001,0,0.0,0.4,50
PO-00051,Epsilon_Group,2023-07-04,2023-07-14 00:00:00.000000000,Electronics,Delivered,0.1931703374419075,0.11919048103325537,0.10517733387688546,0.0,Yes,0.04922356719161696,0.0,0.6000000000000001,0,0.0,0.4,51
PO-00052,Delta_Logistics,2022-05-08,2022-05-18 18:38:36.521739130,Office Supplies,Delivered,0.11335623358254195,0.10322383809620665,0.10680799021606197,0.3177570093457944,Yes,0.026985942282874868,0.4666666666666666,0.6000000000000001,0,0.0,0.4,52
PO-00053,Alpha_Inc,2023-01-23,2023-02-02 00:00:00.000000000,MRO,Pending,0.3835118205698122,0.6273771992270925,0.5502445984508765,0.14953271028037382,No,0.3164773104836957,0.0689584402257568,0.6000000000000001,0,0.0,0.4,53
PO-00054,Delta_Logistics,2022-03-22,2022-03-28 00:00:00.000000000,Office Supplies,Cancelled,0.3210749646393211,0.6821926166988712,0.6842641663269466,0.8161993769470405,No,0.28590482235989534,0.44731707317073166,0.44,0,0.0,0.56,54
PO-00055,Beta_Supplies,2023-07-20,2023-08-07 00:00:00.000000000,Electronics,Delivered,0.2558092543948273,0.5826299196582935,0.5223196086424787,0.4236760124610592,Yes,0.20016779517500458,0.2891419893697798,0.9199999999999999,0,0.0,0.08,55
PO-00056,Epsilon_Group,2022-10-28,2022-10-30 00:00:00.000000000,Raw Materials,Delivered,0.167710648615882,0.9163022475338147,0.874235629841011,0.09345794392523364,Yes,0.19836782080944,0.09534619750283768,0.28,0,0.0,0.72,56
PO-00057,Delta_Logistics,2023-10-06,2023-10-16 18:38:36.521739130,Packaging,Delivered,0.3085471812487372,0.3812671615986983,0.3414186710150836,0.6417445482866043,Yes,0.16984241580000276,0.36552598225602023,0.6000000000000001,0,0.0,0.4,57
PO-00058,Delta_Logistics,2023-09-26,2023-10-01 00:00:00.000000000,MRO,Delivered,0.23297635886037588,0.2893318417573477,0.26671422747655926,0.0,Yes,0.10460845427283014,0.0,0.4,0,0.0,0.6,58
PO-00059,Epsilon_Group,2023-01-06,2023-01-22 00:00:00.000000000,MRO,Pending,0.30450596080016173,0.8402318722668565,0.8357113738279658,0.12149532710280374,Yes,0.32605015023626255,0.07008985879332477,0.8400000000000001,0,0.0,0.16,59
PO-00060,Alpha_Inc,2023-08-15,2023-08-16 00:00:00.000000000,Packaging,Delivered,0.37199434229137207,0.22526187328384017,0.1991439054219323,0.10903426791277258,Yes,0.1386493625968359,0.051797040169133196,0.24000000000000002,0,0.0,0.76,60
PO-00061,Epsilon_Group,2022-07-16,2022-08-01 00:00:00.000000000,Packaging,Delivered,0.1303293594665589,0.902572968575206,0.8246025275173259,0.0778816199376947,Yes,0.15418671374872983,0.10057471264367815,0.8400000000000001,0,0.0,0.16,61
PO-00062,Delta_Logistics,2023-12-23,2024-01-03 00:00:00.000000000,MRO,Partially Delivered,0.003839159426146697,0.015559849486423263,0.018039135752140237,0.03115264797507788,Yes,0.0,0.39999999999999997,0.64,0,0.0,0.35999999999999993,62
PO-00063,Gamma_Co,2022-03-13,2022-03-15 00:00:00.000000000,Raw Materials,Delivered,0.16952919781774098,0.88904708634191,0.8547696697920913,0.1526479750778816,Yes,0.19504133609019902,0.1541573033707865,0.28,0,0.0,0.72,63
PO-00064,Alpha_Inc,2022-02-16,2022-03-04 00:00:00.000000000,MRO,Delivered,0.033340068700747634,0.03162819078612834,0.03098247044435387,0.01557632398753894,Yes,0.0048369791822705215,0.06481481481481481,0.8400000000000001,0,0.0,0.16,64
PO-00065,Delta_Logistics,2023-11-09,2023-11-12 00:00:00.000000000,Packaging,Delivered,0.2618710850676905,0.9080646801586494,0.8665919282511211,0.6230529595015576,Yes,0.30186734923043756,0.4157386785449146,0.32,0,0.0,0.68,65
PO-00066,Gamma_Co,2022-08-22,2022-08-25 00:00:00.000000000,Office Supplies,Partially Delivered,0.07799555465750657,0.4949659310485101,0.480839788014676,0.0778816199376947,No,0.05662995926647672,0.16018306636155608,0.32,0,0.0,0.68,66
PO-00067,Alpha_Inc,2022-10-24,2022-10-26 00:00:00.000000000,Electronics,Delivered,0.12103455243483535,0.9457947727041596,0.8052384834896046,0.037383177570093455,Yes,0.1500900696747558,0.0516923076923077,0.28,0,0.0,0.72,67
PO-00068,Beta_Supplies,2022-03-23,2022-04-11 00:00:00.000000000,Office Supplies,Delivered,0.06344716104263488,0.06071392250584766,0.0625764370158989,0.11838006230529595,Yes,0.01187056817667307,0.2915068493150685,0.96,0,0.0,0.04,68
PO-00069,Epsilon_Group,2022-08-27,2022-09-06 18:38:36.521739130,Raw Materials,Cancelled,0.0024247322691452818,0.5196786331740059,0.45383204239706487,0.0,Yes,0.006839573711503576,0.0,0.6000000000000001,0,0.0,0.4,69
PO-00070,Alpha_Inc,2022-04-14,2022-04-22 00:00:00.000000000,MRO,Delivered,0.048494645382905655,0.8935218142987897,0.7923970648185895,0.028037383177570093,Yes,0.06274760150211485,0.0865979381443299,0.52,0,0.0,0.48,70
PO-00071,Alpha_Inc,2023-01-25,2023-02-08 00:00:00.000000000,MRO,Cancelled,0.15659729238229947,0.5050340689514898,0.48827965756216885,0.056074766355140186,Yes,0.11061799487806863,0.06101694915254236,0.76,0,0.0,0.24,71
PO-00072,Delta_Logistics,2022-10-12,2022-11-01 00:00:00.000000000,Electronics,Pending,0.2764194786825622,0.597986372419404,0.5096820220138606,0.6043613707165109,Yes,0.22064819981163875,0.38280479210711765,1.0,0,0.0,0.0,72
PO-00073,Gamma_Co,2023-04-10,2023-04-27 00:00:00.000000000,Office Supplies,Delivered,0.1137603556273995,0.6836163937760602,0.6591928251121077,0.12461059190031153,Yes,0.10601334747657369,0.18241042345276873,0.8800000000000001,0,0.0,0.12,73
PO-00074,Alpha_Inc,2023-10-13,2023-10-28 00:00:00.000000000,Electronics,Delivered,0.18104667609618105,0.4618122648225364,0.4584182633509988,0.059190031152647975,Yes,0.11804195712832154,0.05617740232312565,0.8,0,0.0,0.2,74
PO-00075,Epsilon_Group,2023-01-09,2023-01-28 00:00:00.000000000,Raw Materials,Delivered,0.2752071125479896,0.606427336519882,0.6153689359967388,0.0,Yes,0.2223487900569026,0.0,0.96,0,0.0,0.04,75
PO-00076,Alpha_Inc,2022-06-16,2022-06-26 18:38:36.521739130,Office Supplies,Partially Delivered,0.018185492018589617,0.5421539713210618,0.49989808397880153,0.0,Yes,0.01842446885697675,0.0,0.6000000000000001,0,0.0,0.4,76
PO-00077,Alpha_Inc,2023-01-15,2023-02-04 00:00:00.000000000,Office Supplies,Delivered,0.28066276015356645,0.8718600630529848,0.7602935181410518,0.11214953271028037,Yes,0.3112959783895853,0.06999999999999999,1.0,0,0.0,0.0,77
PO-00078,Delta_Logistics,2022-12-30,2023-01-03 00:00:00.000000000,Raw Materials,Delivered,0.19276621539704994,0.04098444015051357,0.0358744394618834,0.0,No,0.0317129276620111,0.0,0.36,0,0.0,0.64,78
PO-00079,Alpha_Inc,2022-08-03,2022-08-13 18:38:36.521739130,MRO,Delivered,0.29844413012729853,0.2611613953015357,0.24184671830411744,0.09657320872274143,No,0.1237495835530544,0.056806282722513084,0.6000000000000001,0,0.0,0.4,79
PO-00080,Gamma_Co,2023-11-18,2023-11-25 00:00:00.000000000,MRO,Delivered,0.2929884825217216,0.9682701108512153,0.9347737464329393,0.2398753894080997,No,0.3566185837042029,0.14363757495003332,0.48000000000000004,0,0.0,0.52,80
PO-00081,Delta_Logistics,2022-10-01,2022-10-04 00:00:00.000000000,Packaging,Delivered,0.10244493837138818,0.8475541543781147,0.7351202609050144,0.0,No,0.11642840682885142,0.0,0.32,0,0.0,0.68,81
PO-00082,Beta_Supplies,2023-12-20,2023-12-26 00:00:00.000000000,MRO,Delivered,0.1563952313598707,0.4682192616698872,0.4236649001222993,0.0,Yes,0.10375436354179597,0.0,0.44,0,0.0,0.56,82
PO-00083,Beta_Supplies,2023-12-01,2023-12-07 00:00:00.000000000,Electronics,Cancelled,0.006668013740149527,0.6360215600528831,0.633408071748879,0.028037383177570093,Yes,0.011934248799540293,0.3,0.44,0,0.0,0.56,83
PO-00084,Delta_Logistics,2023-10-26,2023-11-10 00:00:00.000000000,Raw Materials,Delivered,0.0412204485754698,0.28272144818468425,0.2478597635548309,0.08411214953271028,No,0.02024467145010938,0.2964705882352941,0.8,0,0.0,0.2,84
PO-00085,Gamma_Co,2022-03-15,2022-03-31 00:00:00.000000000,MRO,Delivered,0.2228733077389372,0.166378521305807,0.17121891561353444,0.1806853582554517,Yes,0.06875547519327757,0.14072790294627383,0.8400000000000001,0,0.0,0.16,85
PO-00086,Delta_Logistics,2023-09-16,2023-09-24 00:00:00.000000000,Office Supplies,Delivered,0.3200646595271773,0.46852435675785625,0.45964125560538116,0.8161993769470405,No,0.20764782430545436,0.4486850152905198,0.52,0,0.0,0.48,86
PO-00087,Delta_Logistics,2023-10-13,2023-10-23 00:00:00.000000000,Raw Materials,Delivered,0.3827035764800971,0.35950371199023695,0.3144109253974725,0.8660436137071651,No,0.2004208507523977,0.4002056555269923,0.6000000000000001,0,0.0,0.4,87
PO-00088,Delta_Logistics,2022-06-25,2022-07-10 00:00:00.000000000,MRO,Partially Delivered,0.28490604162457067,0.5415437811451236,0.5515695067264574,0.7102803738317757,No,0.2089715342885352,0.4369609856262834,0.8,0,0.0,0.2,88
PO-00089,Delta_Logistics,2023-07-01,2023-07-09 00:00:00.000000000,Electronics,Delivered,0.2069104869670641,0.07820604088274181,0.06981247452099473,0.45794392523364486,Yes,0.042920446976251664,0.3828837209302325,0.52,0,0.0,0.48,89
PO-00090,Alpha_Inc,2022-09-08,2022-09-18 18:38:36.521739130,Packaging,Delivered,0.206102242877349,0.9230143394691346,0.8626172034243783,0.0778816199376947,Yes,0.24316154131885792,0.06535947712418301,0.6000000000000001,0,0.0,0.4,90
PO-00091,Epsilon_Group,2022-06-17,2022-07-06 00:00:00.000000000,Packaging,Pending,0.28531016366942824,0.9192515000508492,0.7837342030167143,0.13395638629283488,Yes,0.33165641026449655,0.08229665071770335,0.96,0,0.0,0.04,91
PO-00092,Beta_Supplies,2023-04-19,2023-04-26 00:00:00.000000000,Raw Materials,Delivered,0.11396241664982827,0.6860571544798129,0.6564410925397474,0.21495327102803738,Yes,0.10652166616621703,0.31414634146341464,0.48000000000000004,0,0.0,0.52,92
PO-00093,Gamma_Co,2023-01-24,2023-02-11 00:00:00.000000000,Electronics,Delivered,0.22792483329965654,0.5176446659208787,0.4791072156543009,0.0,Yes,0.16201855185262862,0.0,0.9199999999999999,0,0.0,0.08,93
PO-00094,Alpha_Inc,2022-10-04,2022-10-09 00:00:00.000000000,Electronics,Partially Delivered,0.36249747423721973,0.29207769754906954,0.289033836119038,0.14018691588785046,Yes,0.16246172573812195,0.06829268292682926,0.4,0,0.0,0.6,94
PO-00095,Beta_Supplies,2023-10-18,2023-10-28 18:38:36.521739130,Electronics,Cancelled,0.3726005253586584,0.8251805145937151,0.7847533632286996,0.5295950155763239,Yes,0.39068005814376505,0.25118733509234825,0.6000000000000001,0,0.0,0.4,95
PO-00096,Epsilon_Group,2023-12-06,2023-12-09 00:00:00.000000000,MRO,Partially Delivered,0.3028894726207315,0.7019220990542052,0.6145536078271504,0.09968847352024922,No,0.2768814110022186,0.05780645161290322,0.32,0,0.0,0.68,96
PO-00097,Delta_Logistics,2023-07-25,2023-08-04 00:00:00.000000000,Packaging,Delivered,0.14164477672257023,0.16281907861283434,0.15389319200978396,0.0,No,0.04353191160579916,0.0,0.6000000000000001,0,0.0,0.4,97
PO-00098,Epsilon_Group,2022-08-13,2022-09-01 00:00:00.000000000,Electronics,Delivered,0.0808244089715094,0.8579273873690634,0.8234814512841419,0.06542056074766354,Yes,0.09476474098295222,0.1303769401330377,0.96,0,0.0,0.04,98
PO-00099,Beta_Supplies,2023-12-03,2023-12-13 18:38:36.521739130,Office Supplies,Delivered,0.14710042432814713,0.8425709346079528,0.8321443130860172,0.205607476635514,Yes,0.16245341369360905,0.2372272143774069,0.6000000000000001,0,0.0,0.4,99
PO-00100,Beta_Supplies,2022-11-29,2022-12-14 00:00:00.000000000,MRO,Pending,0.3188522933926046,0.9093867588731823,0.7864859355890746,0.5825545171339563,No,0.3659499011227117,0.3214241866175568,0.8,0,0.0,0.2,100
PO-00101,Alpha_Inc,2022-02-27,2022-02-22 00:00:00.000000000,Office Supplies,Delivered,0.03232976358860377,0.6595138818265026,0.5720546269873625,0.006230529595015576,Yes,0.03402462212296826,0.026540284360189573,0.0,0,0.0,1.0,101
PO-00102,Alpha_Inc,2022-08-23,2022-09-02 18:38:36.521739130,Office Supplies,Delivered,0.0404122044857547,0.5761212244482863,0.5626783530370976,0.006230529595015576,Yes,0.036208279562214306,0.022310756972111552,0.6000000000000001,0,0.0,0.4,102
PO-00103,Gamma_Co,2022-02-02,2022-02-18 00:00:00.000000000,Raw Materials,Delivered,0.2008486562942009,0.3766907352791621,0.36057888300040764,0.21495327102803738,Yes,0.11075675421194275,0.18488038277511962,0.8400000000000001,0,0.0,0.16,103
PO-00104,Delta_Logistics,2022-11-20,2022-12-10 00:00:00.000000000,MRO,Delivered,0.0541523540109113,0.8929116241228516,0.814105177333877,0.17757009345794392,Yes,0.0689297352917922,0.5003134796238244,1.0,0,0.0,0.0,104
PO-00105,Epsilon_Group,2023-02-15,2023-03-01 00:00:00.000000000,Office Supplies,Partially Delivered,0.38088502727823814,0.8422658395199837,0.8455972278842234,0.1806853582554517,Yes,0.40650146046451485,0.08388429752066115,0.76,0,0.0,0.24,105
PO-00106,Delta_Logistics,2022-10-02,2022-10-22 00:00:00.000000000,MRO,Cancelled,0.16447767225702165,0.03925556798535544,0.03944150020383205,0.4205607476635514,No,0.02669225004341861,0.4369942196531792,1.0,0,0.0,0.0,106
PO-00107,Epsilon_Group,2022-03-09,2022-03-12 00:00:00.000000000,Electronics,Delivered,0.2612649020004042,0.01688192820095595,0.016306563391765186,0.13707165109034267,Yes,0.035892939965639054,0.09166666666666666,0.32,0,0.0,0.68,107
PO-00108,Delta_Logistics,2022-08-05,2022-08-24 00:00:00.000000000,Raw Materials,Pending,0.09173570418266318,0.3516729380656972,0.31695882592743574,0.19314641744548286,Yes,0.04971728912016447,0.34376237623762373,0.96,0,0.0,0.04,108
PO-00109,Beta_Supplies,2023-08-04,2023-08-05 00:00:00.000000000,Packaging,Delivered,0.29985855728429994,0.8134852028882334,0.7033224622910722,0.470404984423676,No,0.31211423046799064,0.2754397394136808,0.24000000000000002,0,0.0,0.76,109
PO-00110,Beta_Supplies,2022-11-19,2022-11-29 18:38:36.521739130,Office Supplies,Delivered,0.3534047282279249,0.945387979253534,0.886669384427232,0.5171339563862928,Yes,0.41892276353629965,0.2582222222222222,0.6000000000000001,0,0.0,0.4,110
PO-00111,Delta_Logistics,2022-08-06,2022-08-15 00:00:00.000000000,Raw Materials,Pending,0.2574257425742575,0.13749618631140037,0.1373827965756217,0.6417445482866043,Yes,0.07075622260150775,0.4353207547169811,0.56,0,0.0,0.44,111
